serenityvapes.net	False	popups_dataset_imgs/07bbf0d7-f892-446b-b1cc-8506a958d334.png	heuristic
gttobacco.com	False	popups_dataset_imgs/2cfe0521-a02f-4608-9cbe-eff4228d12ba.png	heuristic
jeaniesmokeshop.com	False	popups_dataset_imgs/9f72608e-38d4-4f35-bdc0-f31f8e138950.png	heuristic
tillberrysvapingelixirs.com	True	popups_dataset_imgs/f24e2e3b-0fda-41c6-8bf4-f9d8b0419c0f.png	heuristic
darthvaper13.com	False	popups_dataset_imgs/fad21493-a232-412e-9007-03a3cc8a9e83.png	heuristic
docssmokeshop.com	True	popups_dataset_imgs/a3cf371f-385f-4cfe-b66a-05eb6d564d6c.png	heuristic
hempirestatesmokeshop.com	False	popups_dataset_imgs/d5d0a3b9-8174-46af-93e2-1454599537ee.png	heuristic
powervapes.net	True	popups_dataset_imgs/7e2877c7-2511-431a-a27d-2ac0a4e2af48.png	heuristic
lakeworthcigars.net	False	popups_dataset_imgs/9ce3d43e-e9cb-410c-b606-cd930e8bd2fe.png	heuristic
tgfcigar.com	False	popups_dataset_imgs/a478c9f2-8e5e-4edb-9969-ca9fd9a54e81.png	heuristic
parkavenuesmokeshop.com	False	popups_dataset_imgs/1efdd19f-0fa0-4733-a7b2-14d1c7a95ea9.png	heuristic
okcvapes.com	False	popups_dataset_imgs/7b5f1bb3-09e2-40ab-8e4b-66490a465e35.png	heuristic
cigarsandmorema.com	False	popups_dataset_imgs/27d5d4fc-9bb3-4a55-887b-fdeac1fea8c0.png	heuristic
aspirevapeco.com	False	popups_dataset_imgs/9a4bbfc2-118c-4ae1-9bc8-9447756ac7f8.png	heuristic
vaporjunction.com	True	popups_dataset_imgs/d157b3f3-eced-44e5-9ad6-8cf628d97ad5.png	heuristic
banzaivapors.com	True	popups_dataset_imgs/57877d1f-d730-4c6b-a0c8-3fd48a8f9834.png	heuristic
truthorvape.com	False	popups_dataset_imgs/63b86458-e79b-4656-8786-a1ff6bec15dd.png	heuristic
cigarnvapes.com	False	popups_dataset_imgs/1779166e-70be-4fc2-8147-5f5c8abbc978.png	heuristic
vaporfumes.com	False	popups_dataset_imgs/83df1cb8-306b-4128-a26b-6ef9f7c3864d.png	heuristic
vaperztx.com	False	popups_dataset_imgs/d9fd3a63-2942-4d6b-ab99-51aa531dec47.png	heuristic
alternativevaporshop.com	False	popups_dataset_imgs/bb5ea8d7-d680-4270-8fb0-4a57d280621f.png	heuristic
lifesmokevapors.com	False	popups_dataset_imgs/f5e8bd60-a539-452e-9b3e-285fadd5ff31.png	heuristic
vapininthecape.com	False	popups_dataset_imgs/dfb0fb16-34d0-4a5d-a24f-2b2f751e5276.png	heuristic
signaturecigarsdc.com	False	popups_dataset_imgs/98f3e32e-1837-432f-ae2c-b8267ee2b110.png	heuristic
smokestackpgh.com	False	popups_dataset_imgs/b5c660a3-6903-4f29-bc0a-fe1bd5ce2dd0.png	heuristic
